City,City Latitude,City Longitude,Venue,id,Venue Latitude,Venue Longitude,Venue Category,Venue Rating
Austin,30.2680536,-97.7447642,1886 Café & Bakery,49bdd3adf964a5209f541fe3,30.267783751991956,-97.74199363870909,Breakfast Spot,8.6
Austin,30.2680536,-97.7447642,Wild About Music,4a872a87f964a520ff0220e3,30.26777125507331,-97.7418484736385,Gift Shop,8.6
Austin,30.2680536,-97.7447642,Terrace59 at Speakeasy,4b9abb39f964a520bcd035e3,30.266869853628943,-97.74396636818399,Nightclub,8.2
Austin,30.2680536,-97.7447642,Small Victory,56749ddd498eae8c7d55a3ac,30.268807388325694,-97.74167648643655,Cocktail Bar,8.7
Austin,30.2680536,-97.7447642,Austin Farmers Market,49e9c53cf964a52002661fe3,30.267291107820498,-97.74766222639185,Farmers Market,8.6
Austin,30.2680536,-97.7447642,Eureka!,55899f40498e71a37444c306,30.267842749166107,-97.74124011397362,Burger Joint,8.9
Austin,30.2680536,-97.7447642,Firehouse Hostel and Lounge,427d5680f964a520a7211fe3,30.268096341446036,-97.7412834769649,Lounge,8.9
Austin,30.2680536,-97.7447642,Swift's Attic,4f5966a7e4b0a5edcfe28de5,30.26573140154478,-97.74349188820318,American Restaurant,8.6
Austin,30.2680536,-97.7447642,The Driskill Bar,4ba2fdc6f964a520b02638e3,30.268605369806615,-97.74157252361594,Hotel Bar,8.7
Austin,30.2680536,-97.7447642,Wu Chow,52b22a64498ec5b9cc4cbbef,30.268493015327884,-97.7479603694981,Chinese Restaurant,8.7
Austin,30.2680536,-97.7447642,Austin City Limits Live,4c77cbe5947ca1cd90694837,30.26528811463551,-97.7472595526079,Performing Arts Venue,9.4
Austin,30.2680536,-97.7447642,W Austin,4bb52afeef159c74446274f7,30.26546360657007,-97.74672523140907,Hotel,8.8
Austin,30.2680536,-97.7447642,CAVA,5b6539a4da2e00002c9a73b6,30.2677976,-97.7426845,Mediterranean Restaurant,8.2
Austin,30.2680536,-97.7447642,Leaf,569d1d98498e3954b85eb2ed,30.268362675703006,-97.74391292603154,Salad Place,8.1
Austin,30.2680536,-97.7447642,Roaring Fork,42ec1480f964a5209f261fe3,30.269035603916453,-97.74232226481631,Steakhouse,8.3
Colorado,39.75177015,-105.013872746844,Mind Eraser,4df91800b61c6b97d1f1c937,39.74956155734978,-105.01388726041263,Theme Park Ride / Attraction,8.4
Colorado,39.75177015,-105.013872746844,Children's Museum of Denver,4b001557f964a520af3a22e3,39.748706891446325,-105.01706134102001,Museum,8.8
Colorado,39.75177015,-105.013872746844,REI,4b038029f964a5209d4f22e3,39.755622,-105.009853,Sporting Goods Shop,9.3
Colorado,39.75177015,-105.013872746844,Downtown Aquarium,4bc1fac24cdfc9b6854c9521,39.751776,-105.013673,Aquarium,7.6
Colorado,39.75177015,-105.013872746844,Confluence Park,4a35a988f964a520479d1fe3,39.75448692690256,-105.00856943810193,Park,8.6
Colorado,39.75177015,-105.013872746844,My Brother's Bar,40e0b100f964a520c0031fe3,39.75623169184121,-105.00922029546224,Pub,9.0
Colorado,39.75177015,-105.013872746844,Sushi Sasa,49f7cdd6f964a520e06c1fe3,39.75670112214983,-105.00936667368005,Sushi Restaurant,9.0
Colorado,39.75177015,-105.013872746844,Pepsi Center,49e17e5ef964a520cf611fe3,39.74827849862942,-105.00753090102523,Stadium,8.9
Colorado,39.75177015,-105.013872746844,Sapor Coffee & Concepts,5aec620d98fbfc002cf27bc5,39.756985567336415,-105.01784530648611,Coffee Shop,8.9
Colorado,39.75177015,-105.013872746844,Boomerang,4df7a6f162e141c90765629f,39.748359799818886,-105.0143636281071,Theme Park Ride / Attraction,7.8
Colorado,39.75177015,-105.013872746844,Briar Common,57f583d1498e9f3cdf086deb,39.751061886566404,-105.0204161038444,Brewery,8.2
Colorado,39.75177015,-105.013872746844,Proto's Pizza-Denver,4a7b4471f964a52088ea1fe3,39.75679712905078,-105.00893734680209,Pizza Place,8.6
Colorado,39.75177015,-105.013872746844,Ste. Ellie,54a4d2d8498ea948a40d1641,39.75739989729396,-105.00841579144372,Cocktail Bar,9.2
Colorado,39.75177015,-105.013872746844,The Truffle Table,51abdd9c498e2d3dc5235d1c,39.75812885138886,-105.01164282658492,Wine Bar,8.7
Colorado,39.75177015,-105.013872746844,Elitch Gardens Theme & Water Park,4a32a737f964a520729a1fe3,39.75004490229126,-105.01076065912419,Theme Park,7.5
Colorado,39.75177015,-105.013872746844,Starbucks,49f7cf79f964a520e16c1fe3,39.75501465,-105.0091045,Coffee Shop,7.9
Colorado,39.75177015,-105.013872746844,Tower of Doom,4c2bff1b77cfe21edb7ab5f1,39.748204162220595,-105.01413306408408,Theme Park Ride / Attraction,7.6
Colorado,39.75177015,-105.013872746844,Inside Scoop Creamery,55ecee1a498e721ccd0abf25,39.756965711173414,-105.008609749463,Ice Cream Shop,8.4
Colorado,39.75177015,-105.013872746844,El Five,58ffd6839ec39952a61f6fe7,39.759196100717645,-105.01130134557133,Tapas Restaurant,9.3
Colorado,39.75177015,-105.013872746844,Ohana Island Kitchen,5761a36f498e95975b7f836d,39.7581291928578,-105.01135548890767,Hawaiian Restaurant,8.4
Colorado,39.75177015,-105.013872746844,Colt & Gray,4aa5c7cef964a5206f4920e3,39.757468441981054,-105.00825911618836,American Restaurant,8.6
Colorado,39.75177015,-105.013872746844,Denver Downtown Aquarium Restaurant,4f50184ae4b0a637ab1c6f98,39.7517692500119,-105.0140276179809,Seafood Restaurant,7.2
Colorado,39.75177015,-105.013872746844,Little Man Ice Cream,4a10b64ff964a520f6761fe3,39.75954542123902,-105.01117679477785,Ice Cream Shop,9.2
Colorado,39.75177015,-105.013872746844,Red Poppy,504ae157e4b00e670c58a812,39.758250243745785,-105.0124829245759,Hookah Bar,8.2
Colorado,39.75177015,-105.013872746844,Ergun Tercan European Salon,4c36205b1e06d13a65af733e,39.757378,-105.010711,Salon / Barbershop,8.0
Colorado,39.75177015,-105.013872746844,Orangetheory Fitness,547cd2b1498e0910b5d74dfc,39.75098128400561,-105.0037155557359,Gym,8.8
Colorado,39.75177015,-105.013872746844,Kindness Yoga,55bc1c2d498eeabf47d199d5,39.75722480952117,-105.00877385641678,Yoga Studio,8.2
Colorado,39.75177015,-105.013872746844,Sushi Ronin,568c855c498ea3e1bba14769,39.75919056395704,-105.01167751209674,Sushi Restaurant,8.5
Colorado,39.75177015,-105.013872746844,Mizu,583e27e12321c66e17307a60,39.759007,-105.010486,Japanese Restaurant,8.6
Colorado,39.75177015,-105.013872746844,2914 Coffee,4f6526b4e4b0bf1012984192,39.753459579969395,-105.02414461381949,Café,8.8
Colorado,39.75177015,-105.013872746844,Commons Park,4aae65bdf964a520f96120e3,39.75572827475747,-105.00562503168432,Park,8.4
